cn_id,split,hateSpeech,counterSpeech,cs_keywords_score,cs_keywords_frequency,sorted_cs_keywords,hs_keywords,hs_keywords_score,hs_keywords_frequency,sorted_hs_keywords,sorted_generated_cn_keywords,generated_cn_keywords
ENT1ST0008HS0063CN000307P2,test,"The liberal and political elite is lying about Islam. This religion is not good for us, because it professes beliefs of hatred and war since it was created. Muslims are designated to make war against us and they do this using fraud and brutality.",My dentist told me the Quran says: 'GOD does not love the aggressors.'?,"52.632, 52.632, 52.632, 52.632","1, 1, 1, 1","dentist', 'aggressors', 'god', 'quran'","beliefs of hatred, it professes beliefs, brutality, war, political elite, islam, fraud, religion, muslims, liberal","66.667, 66.667, 46.667, 44.443999999999996, 44.443999999999996, 22.221999999999998, 22.221999999999998, 22.221999999999998, 22.221999999999998, 22.221999999999998","1, 1, 1, 2, 1, 1, 1, 1, 1, 1","beliefs of hatred, it professes beliefs, fraud, brutality, liberal, political elite, war, religion, islam, muslims","christian man , opinion , life , rape crimes , double standards , nationality , muslim , world","nationality , double standards , rape crimes , christian man , world , opinion , life , muslim"
ENT1ST0008HS0063CN000308P2,test,"The liberal and political elite is lying about Islam. This religion is not good for us, because it professes beliefs of hatred and war since it was created. Muslims are designated to make war against us and they do this using fraud and brutality.","How did you make that conclusion, by observation or speculation? I personally know many Muslims and they are all very respectful, nice and kind. They also invite me for dinners.","60.0, 60.0, 57.143, 28.570999999999998, 28.570999999999998, 28.570999999999998, 28.570999999999998","1, 1, 1, 1, 1, 1, 1","speculation', 'observation', 'dinners', 'respectful', 'conclusion', 'nice', 'many muslims'","beliefs of hatred, it professes beliefs, brutality, war, political elite, islam, fraud, religion, muslims, liberal","66.667, 66.667, 46.667, 44.443999999999996, 44.443999999999996, 22.221999999999998, 22.221999999999998, 22.221999999999998, 22.221999999999998, 22.221999999999998","1, 1, 1, 2, 1, 1, 1, 1, 1, 1","beliefs of hatred, it professes beliefs, fraud, brutality, liberal, political elite, war, religion, islam, muslims","total over simplifications , victims of isis","victims of isis , total over simplifications"
ENT1ST0008HS0063CN000309P2,test,"The liberal and political elite is lying about Islam. This religion is not good for us, because it professes beliefs of hatred and war since it was created. Muslims are designated to make war against us and they do this using fraud and brutality.","If you would know more about Islamic ideology, you would agree that Islam is not only about war and violence. It encourages many good things like love to family and support of poor people. You confuse Muslims in general with armed bands!","105.26299999999999, 78.947, 78.947, 55.263000000000005, 52.632, 52.632, 26.316, 26.316, 26.316, 26.316","1, 1, 1, 1, 1, 1, 1, 1, 1, 1","support of poor people', 'things like love', 'many good things', 'islamic ideology', 'armed bands', 'family', 'war', 'violence', 'islam', 'muslims'","beliefs of hatred, it professes beliefs, brutality, war, political elite, islam, fraud, religion, muslims, liberal","66.667, 66.667, 46.667, 44.443999999999996, 44.443999999999996, 22.221999999999998, 22.221999999999998, 22.221999999999998, 22.221999999999998, 22.221999999999998","1, 1, 1, 2, 1, 1, 1, 1, 1, 1","beliefs of hatred, it professes beliefs, fraud, brutality, liberal, political elite, war, religion, islam, muslims","concept of citizenship , concept of discrimination , fact tourists , islamic world , extreme crisis , most states , negative , family , country , criminals","concept of citizenship , concept of discrimination , most states , fact tourists , islamic world , extreme crisis , country , family , negative , criminals"
ENT1ST0008HS0063CN000310P2,test,"The liberal and political elite is lying about Islam. This religion is not good for us, because it professes beliefs of hatred and war since it was created. Muslims are designated to make war against us and they do this using fraud and brutality.",No. This is not true. How can you say this about an entire faith?,118,1,entire faith',"beliefs of hatred, it professes beliefs, brutality, war, political elite, islam, fraud, religion, muslims, liberal","66.667, 66.667, 46.667, 44.443999999999996, 44.443999999999996, 22.221999999999998, 22.221999999999998, 22.221999999999998, 22.221999999999998, 22.221999999999998","1, 1, 1, 2, 1, 1, 1, 1, 1, 1","beliefs of hatred, it professes beliefs, fraud, brutality, liberal, political elite, war, religion, islam, muslims",entire faith,entire faith
ENT1ST0008HS0063CN000311P2,test,"The liberal and political elite is lying about Islam. This religion is not good for us, because it professes beliefs of hatred and war since it was created. Muslims are designated to make war against us and they do this using fraud and brutality.","There are criminals, who are from UK, raping children and murdering people. Maybe it better we should first focus on these cases and think how we could decrease the number of crimes.","83.333, 27.778000000000002, 27.778000000000002, 27.778000000000002, 27.778000000000002, 27.778000000000002, 27.778000000000002, 27.778000000000002","1, 1, 1, 1, 1, 1, 1, 1","number of crimes', 'murdering', 'cases', 'raping', 'criminals', 'children', 'uk', 'people'","beliefs of hatred, it professes beliefs, brutality, war, political elite, islam, fraud, religion, muslims, liberal","66.667, 66.667, 46.667, 44.443999999999996, 44.443999999999996, 22.221999999999998, 22.221999999999998, 22.221999999999998, 22.221999999999998, 22.221999999999998","1, 1, 1, 2, 1, 1, 1, 1, 1, 1","beliefs of hatred, it professes beliefs, fraud, brutality, liberal, political elite, war, religion, islam, muslims","total for many victims , global victims , victims of isis , isis , muslims","victims of isis , total for many victims , global victims , muslims , isis"
ENT1ST0008HS0065CN000354P2,test,Muslims do not have nothing useful that can enrich our culture.,"It seems like you are saying this only because they are followers of Islam? If yes, this does not make any sense. They contribute to the society like any other individual is.","85.714, 57.143, 28.570999999999998, 28.570999999999998","1, 1, 1, 1","other individual', 'followers of islam', 'sense', 'society'","culture, muslims","76.923, 76.923","1, 1","culture, muslims","uk citizen , muslim","uk citizen , muslim"
ENT1ST0008HS0065CN000355P2,test,Muslims do not have nothing useful that can enrich our culture.,"Muslims contribute much to the UK, through their hard work and charitable activities.","166.667, 166.667, 83.333, 83.333","1, 1, 1, 1","charitable activities', 'hard work', 'uk', 'muslims'","culture, muslims","76.923, 76.923","1, 1","culture, muslims","many reasons , many groups , groups of people","groups of people , many reasons , many groups"
ENT1ST0008HS0065CN000356P2,test,Muslims do not have nothing useful that can enrich our culture.,Try running the NHS without them and other migrants!,"200.0, 100.0, 100.0","1, 1, 2001","other migrants', 'running', 'nhs'","culture, muslims","76.923, 76.923","1, 1","culture, muslims","society with people , multicultural society , living","society with people , multicultural society , living"
ENT1ST0008HS0065CN000357P2,test,Muslims do not have nothing useful that can enrich our culture.,Provide positive news story regarding Mulsims.,"750.0, 250.0","1, 1","mulsims', 'positive news story'","culture, muslims","76.923, 76.923","1, 1","culture, muslims","society with people , multicultural society , living","society with people , multicultural society , living"
ENT1ST0008HS0065CN000358P2,test,Muslims do not have nothing useful that can enrich our culture.,"Muslims have an excellent academic record, with many well-known Doctors and Professors.","272.72700000000003, 272.72700000000003, 90.90899999999999, 90.90899999999999","1, 1, 1, 1","excellent academic record', 'many well-known doctors', 'professors', 'muslims'","culture, muslims","76.923, 76.923","1, 1","culture, muslims","many reasons , many groups , groups of people","groups of people , many reasons , many groups"
ENT1ST0008HS0065CN000359P2,test,Muslims do not have nothing useful that can enrich our culture.,"A part from all the police officers, teachers, nurses etc. Who identify as muslim?","125.0, 125.0, 62.5, 62.5","1, 1, 1, 1","nurses etc', 'police officers', 'teachers', 'muslim'","culture, muslims","76.923, 76.923","1, 1","culture, muslims","many reasons , many groups , groups of people","groups of people , many reasons , many groups"
ENT1ST0008HS0065CN000360P2,test,Muslims do not have nothing useful that can enrich our culture.,"Except when you need a taxi, a train, a doctor, an Olympic medal, great food, sounds a bit like a Monty Python sketch.","130.435, 86.95700000000001, 86.95700000000001, 43.478, 43.478, 43.478","1, 1, 1, 1, 1, 1","monty python sketch', 'olympic medal', 'great food', 'train', 'doctor', 'taxi'","culture, muslims","76.923, 76.923","1, 1","culture, muslims","assimilation , biggest barriers , welcome , intolerance , muslims","intolerance , assimilation , biggest barriers , muslims , welcome"
ENT1ST0008HS0065CN000361P2,test,Muslims do not have nothing useful that can enrich our culture.,"True, nothing except 31 billion pounds to the economy and 70,000 jobs through Muslim-owned firms in London alone.","250.0, 187.5, 62.5, 62.5","1, 1, 1, 1","jobs through muslim-owned firms', 'firms in london', 'pounds', 'economy'","culture, muslims","76.923, 76.923","1, 1","culture, muslims","society with people , multicultural society , living","society with people , multicultural society , living"
ENT1ST0008HS0065CN000362P2,test,Muslims do not have nothing useful that can enrich our culture.,How have you come to this decision?,111,1,decision',"culture, muslims","76.923, 76.923","1, 1","culture, muslims","mosques , christianity , matter , muslims , people","christianity , people , muslims , mosques , matter"
ENT1ST0008HS0065CN000363P2,test,Muslims do not have nothing useful that can enrich our culture.,Who else would be open first thing in the morning and late at night every night?,"176.47099999999998, 117.647, 58.824","1, 2, 2001","open first thing', 'night', 'morning'","culture, muslims","76.923, 76.923","1, 1","culture, muslims","society with people , multicultural society , living","society with people , multicultural society , living"
ENT1ST0008HS0065CN000364P2,test,Muslims do not have nothing useful that can enrich our culture.,"That is why they're surgeons, doctors, teachers, entrepreneurs.","71.429, 71.429, 71.429, 71.429","1, 1, 1, 1","entrepreneurs', 'surgeons', 'teachers', 'doctors'","culture, muslims","76.923, 76.923","1, 1","culture, muslims","society with people , multicultural society , living","society with people , multicultural society , living"
ENT1ST0008HS0065CN000365P2,test,Muslims do not have nothing useful that can enrich our culture.,"Muslims donate more to charity than any other group, contribute more than 30 billion pounds to the UK economy and make up a significant part of our NHS workforce. I think that is quite a nice contribution.","123.529, 61.765, 58.824, 58.824, 58.824, 58.824, 29.412, 29.412","1, 1, 1, 1, 1, 1, 1, 1","nice contribution', 'nhs workforce', 'significant part', 'other group', 'charity', 'uk economy', 'pounds', 'muslims'","culture, muslims","76.923, 76.923","1, 1","culture, muslims","society with people , multicultural society , living","society with people , multicultural society , living"
ENT1ST0008HS0065CN000366P2,test,Muslims do not have nothing useful that can enrich our culture.,"Except doctors, surgeons, nurses, transport workers, scientists, artists, sports personalities. Anyone else a fan of Monty Python?","235.294, 117.647, 117.647, 58.824, 58.824, 58.824, 58.824, 58.824","1, 1, 1, 1, 1, 1, 1, 1","fan of monty python', 'sports personalities', 'transport workers', 'artists', 'nurses', 'surgeons', 'scientists', 'doctors'","culture, muslims","76.923, 76.923","1, 1","culture, muslims","society with people , multicultural society , living","society with people , multicultural society , living"
ENT1ST0008HS0065CN000367P2,test,Muslims do not have nothing useful that can enrich our culture.,"How about the money they contribute to our economy, their expertise and knowledge, their culture, tasty food. Should I go on?","80.0, 40.0, 40.0, 40.0, 40.0, 40.0","1, 1, 1, 1, 1, 1","tasty food', 'expertise', 'money', 'knowledge', 'economy', 'culture'","culture, muslims","76.923, 76.923","1, 1","culture, muslims","society with people , multicultural society , living","society with people , multicultural society , living"
ENT1ST0008HS0065CN000368P2,test,Muslims do not have nothing useful that can enrich our culture.,"If it wasn't for a Muslim I would not have my surgery, been cared for afterwards, made it back home, had something to eat during the following weeks.","60.606, 30.303, 30.303, 30.303","1, 1, 1, 1","following weeks', 'surgery', 'home', 'muslim'","culture, muslims","76.923, 76.923","1, 1","culture, muslims","many reasons , many groups , groups of people","groups of people , many reasons , many groups"
ENT1ST0008HS0065CN000369P2,test,Muslims do not have nothing useful that can enrich our culture.,"Who do you think introduced the West to Shawarma, Hummus, and all the rest of the Middle Eastern and Asian food you love?","86.95700000000001, 86.95700000000001, 43.478, 43.478, 43.478, 43.478","1, 1, 1, 1, 1, 1","middle eastern', 'asian food', 'hummus', 'shawarma', 'rest', 'west'","culture, muslims","76.923, 76.923","1, 1","culture, muslims","society with people , multicultural society , living","society with people , multicultural society , living"
ENT1ST0008HS0065CN000370P2,test,Muslims do not have nothing useful that can enrich our culture.,Really? Hundreds of millions of people?,"428.57099999999997, 142.857","1, 1","hundreds of millions', 'people'","culture, muslims","76.923, 76.923","1, 1","culture, muslims","many reasons , many groups , groups of people","groups of people , many reasons , many groups"
ENT1ST0008HS0065CN000371P2,test,Muslims do not have nothing useful that can enrich our culture.,Islamic civilization led Europe out of dark ages into the era of Enlightenment and gave rise to its Renaissance. Now they contribute over 30 billion pounds to the UK economy; quite a large contribution by anyone's estimation.,"196.875, 196.875, 196.875, 131.25, 131.25, 65.625, 62.5, 62.5, 31.25, 31.25, 31.25","1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1","era of enlightenment', '""anyone s estimation""', 'contribution by anyone', 'large contribution', 'renaissance', 'islamic civilization', 'rise', 'dark ages', 'uk economy', 'pounds', 'europe'","culture, muslims","76.923, 76.923","1, 1","culture, muslims","many reasons , many groups , groups of people","groups of people , many reasons , many groups"
ENT1ST0008HS0065CN000372P2,test,Muslims do not have nothing useful that can enrich our culture.,Muslims have been part of the British fabric since the 19th century and have been contributing greatly in all different fields.,"100.0, 100.0, 50.0, 50.0, 50.0","1, 1, 1, 1, 1","different fields', 'british fabric', 'contributing', 'century', 'muslims'","culture, muslims","76.923, 76.923","1, 1","culture, muslims","society with people , multicultural society , living","society with people , multicultural society , living"
ENT1ST0008HS0065CN000373P2,test,Muslims do not have nothing useful that can enrich our culture.,"Do you know that you are using a lot of things in your everyday life that Muslims invented, right?","166.667, 166.667, 111.111","1, 1, 2001","life that muslims', 'lot of things', 'everyday life'","culture, muslims","76.923, 76.923","1, 1","culture, muslims","nation of robots , same sounds , nation","nation of robots , nation , same sounds"
ENT1ST0008HS0065CN000374P2,test,Muslims do not have nothing useful that can enrich our culture.,"This may dissapoint you.but every single individual is contributing to a society in one way or another, regardless of their race or religion.","80.0, 40.0, 40.0, 40.0, 40.0","1, 1, 1, 1, 1","single individual', 'race', 'contributing', 'society', 'religion'","culture, muslims","76.923, 76.923","1, 1","culture, muslims","assimilation , biggest barriers , welcome , intolerance , muslims","intolerance , assimilation , biggest barriers , muslims , welcome"
ENT1ST0008HS0065CN000375P2,test,Muslims do not have nothing useful that can enrich our culture.,I take it you have never eaten a curry then?,83,1,curry',"culture, muslims","76.923, 76.923","1, 1","culture, muslims","assimilation , biggest barriers , welcome , intolerance , muslims","intolerance , assimilation , biggest barriers , muslims , welcome"
ENT1ST0008HS0065CN000376P2,test,Muslims do not have nothing useful that can enrich our culture.,What is your hatred of Muslims contributing to our society except spreading intolerance and causing divide?,"840.0, 300.0, 200.0, 100.0","1, 1, 1, 1","society except spreading intolerance', 'hatred of muslims', 'muslims contributing', 'divide'","culture, muslims","76.923, 76.923","1, 1","culture, muslims","indigenous , jesus , welcome , christianity","christianity , indigenous , jesus , welcome"
ENT1ST0008HS0065CN000377P2,test,Muslims do not have nothing useful that can enrich our culture.,"The knowledge western society is built on was discovered by Islamic scholars, then colonialists claimed it as their own. Our society would not be so developed without Muslim contributions to science, medicine, and many other fields.","90.90899999999999, 90.90899999999999, 63.636, 60.606, 60.606, 30.303, 30.303, 30.303","1, 1, 1, 1, 1, 1, 1, 1","many other fields', 'knowledge western society', 'muslim contributions', 'colonialists', 'islamic scholars', 'medicine', 'science', 'society'","culture, muslims","76.923, 76.923","1, 1","culture, muslims","many reasons , many groups , groups of people","groups of people , many reasons , many groups"
ENT1ST0008HS0065CN000378P2,test,Muslims do not have nothing useful that can enrich our culture.,"Unless you consider spending over 20 Billion pounds per year, being one of the highest online charity givers, creating a third of small to medium enterprises in London and that is before we talk about the international contribution.","196.875, 131.25, 131.25, 62.5, 62.5, 31.25, 31.25, 31.25","1, 1, 1, 1, 1, 1, 1, 1","highest online charity', 'international contribution', 'charity givers', 'billion pounds', 'medium enterprises', 'spending', 'london', 'year'","culture, muslims","76.923, 76.923","1, 1","culture, muslims","many reasons , many groups , groups of people","groups of people , many reasons , many groups"
ENT1ST0008HS0065CN000379P2,test,Muslims do not have nothing useful that can enrich our culture.,"Hospitals, coffee, clocks, cameras, universities, surgery, maps, music, algebra, paper, vaccinations, clocks, three course meals, carpets. I could go on.","57.143, 57.143, 28.570999999999998, 28.570999999999998, 28.570999999999998, 28.570999999999998, 28.570999999999998, 28.570999999999998, 28.570999999999998, 28.570999999999998, 28.570999999999998, 28.570999999999998, 28.570999999999998","2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1","course meals', 'vaccinations', 'carpets', 'hospitals', 'paper', 'cameras', 'surgery', 'clocks', 'coffee', 'universities', 'algebra', 'maps', 'music'","culture, muslims","76.923, 76.923","1, 1","culture, muslims","incompatible , curious , science , muslim , people","science , people , incompatible , curious , muslim"
ENT1ST0008HS0065CN000380P2,test,Muslims do not have nothing useful that can enrich our culture.,Your afternoon tea.,667,1,afternoon tea',"culture, muslims","76.923, 76.923","1, 1","culture, muslims","nation of robots , same sounds , nation","nation of robots , nation , same sounds"
ENT1ST0008HS0065CN000381P2,test,Muslims do not have nothing useful that can enrich our culture.,Have you every interacted with a muslim?,111,1,muslim',"culture, muslims","76.923, 76.923","1, 1","culture, muslims","valuable part , loyalty , pounds , uk economy , british muslims , statistics , community , uk","community , valuable part , uk economy , british muslims , uk , statistics , loyalty , pounds"
ENT1ST0008HS0065CN000382P2,test,Muslims do not have nothing useful that can enrich our culture.,The 26% of NHS doctors who are Asian/Asian British beg to differ.,"153.846, 76.923","1, 1","nhs doctors', 'british'","culture, muslims","76.923, 76.923","1, 1","culture, muslims","society with people , multicultural society , living","society with people , multicultural society , living"
ENT1ST0008HS0065CN000383P2,test,Muslims do not have nothing useful that can enrich our culture.,Enjoying your afternoon tea?? That came from India.,"428.57099999999997, 142.857, 142.857","1, 1, 2001","afternoon tea ??', 'enjoying', 'india'","culture, muslims","76.923, 76.923","1, 1","culture, muslims","nation of robots , same sounds , nation","nation of robots , nation , same sounds"
ENT1ST0008HS0065CN000384P2,test,Muslims do not have nothing useful that can enrich our culture.,"Muslims feed the homeless London, Cardiff, Birmingham (everywhere) BBC news; Muslims raise funds for synagogue, rescue flood victims, just google.","157.895, 157.895, 105.26299999999999, 105.26299999999999, 105.26299999999999, 52.632, 52.632, 52.632","1, 1, 2, 1, 1, 1, 1, 1","rescue flood victims', 'funds for synagogue', 'homeless london', 'bbc news', 'birmingham', 'cardiff', 'google', 'muslims'","culture, muslims","76.923, 76.923","1, 1","culture, muslims","many reasons , many groups , groups of people","groups of people , many reasons , many groups"
ENT1ST0008HS0065CN000385P2,test,Muslims do not have nothing useful that can enrich our culture.,Muslims have contributed much to the UK due to their sterling educational achievements. More than half of Muslim schools in England surpass the national percentage GCSE average of 5 or more GCSE's or equivalent A*-C grades including English and Math GCSEs. This enables Muslims to work in important fields of Medicine and Law amongst others to enrich the lives of UK citizens.,"278.26099999999997, 86.95700000000001, 86.95700000000001, 65.217, 65.217, 65.217, 65.217, 43.478, 43.478, 43.478, 43.478, 43.478, 21.739, 21.739, 21.739","1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1","national percentage gcse average', 'half of muslim schools', 'lives of uk citizens', 'fields of medicine', 'law amongst others', 'schools in england', 'sterling educational achievements', 'important fields', 'math gcses', 'grades including', 'more gcse', 'equivalent', 'english', 'uk', 'muslims'","culture, muslims","76.923, 76.923","1, 1","culture, muslims","society with people , multicultural society , living","society with people , multicultural society , living"
ENT1ST0008HS0065CN000386P2,test,Muslims do not have nothing useful that can enrich our culture.,"Clearly, when they are working, shopping etc they are paying taxes? This is also a contribution to a society.in economic terms!","91.304, 86.95700000000001, 86.95700000000001, 43.478, 43.478","1, 1, 1, 1, 1","economic terms', 'shopping etc', 'paying', 'taxes', 'contribution'","culture, muslims","76.923, 76.923","1, 1","culture, muslims","many reasons , many groups , groups of people","groups of people , many reasons , many groups"
ENT1ST0008HS0065CN000387P2,test,Muslims do not have nothing useful that can enrich our culture.,Maybe prejudice and xenophobia have nothing to contribute to our society.,"76.923, 76.923, 76.923","1, 1, 2001","xenophobia', 'prejudice', 'society'","culture, muslims","76.923, 76.923","1, 1","culture, muslims","valuable part , loyalty , pounds , uk economy , british muslims , statistics , community , uk","community , valuable part , uk economy , british muslims , uk , statistics , loyalty , pounds"
ENT1ST0008HS0065CN000388P2,test,Muslims do not have nothing useful that can enrich our culture.,"A core duty of being a Muslim is to conduct Zakat (the word for charity in Arabic). The Prophet Mohammad stated that: 'The believer's shade on the Day of Resurrection will be his charity.' Because of their inspiration, Muslims are known to tirelessly work for many charitable causes in order to serve humanity on the global scale and their local societies across the UK.","103.279, 103.279, 49.18, 49.18, 49.18, 34.426, 34.426, 34.426, 32.787, 32.787, 32.787, 32.787, 16.393, 16.393, 16.393, 16.393, 16.393","1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1","day of resurrection', 'word for charity', '""believer s shade""', 'causes in order', 'many charitable causes', 'local societies', 'prophet mohammad', 'core duty', 'global scale', 'zakat', 'inspiration', 'arabic', 'charity', 'humanity', 'uk', 'muslim', 'muslims'","culture, muslims","76.923, 76.923","1, 1","culture, muslims","space for dialogue , biggest life , customs , islamophobia","space for dialogue , islamophobia , biggest life , customs"
ENT1ST0008HS0065CN000389P2,test,Muslims do not have nothing useful that can enrich our culture.,"What have Muslims ever done for us? Well, Coffee, Clocks, Cameras, Hygiene, Universities, Surgical Instruments, Maps, Music, Algebra.","71.429, 35.714, 35.714, 35.714, 35.714, 35.714, 35.714, 35.714, 35.714, 35.714","1, 1, 1, 1, 1, 1, 1, 1, 1, 1","hygiene', 'surgical instruments', 'cameras', 'clocks', 'coffee', 'universities', 'algebra', 'maps', 'music', 'muslims'","culture, muslims","76.923, 76.923","1, 1","culture, muslims","society with people , multicultural society , living","society with people , multicultural society , living"
ENT1ST0008HS0073CN000312P2,test,Muslims use acts of violence to punish people.,"Don't mix up politics and faith. No faith really encourages violence, the way politicians (on every side and nation) interpret them however, is a different story.","65.625, 65.625, 62.5, 62.5, 62.5, 31.25","1, 1, 2, 1, 1, 1","way politicians', 'different story', 'nation', 'politics', 'faith', 'violence'","acts of violence, people, muslims","700.0, 111.111, 111.111","1, 1, 1","acts of violence, people, muslims","violent , issue , faith","violent , issue , faith"
ENT1ST0008HS0073CN000313P2,test,Muslims use acts of violence to punish people.,The vast majority of muslims are peaceful people- a small violent minority do not represent the islamic faith; just like christian terrorists do not represent the christian church.,"315.0, 315.0, 210.0, 100.0, 100.0, 100.0, 100.0","1, 1, 1, 1, 1, 1, 1","small violent minority', 'christian terrorists', 'christian church', 'peaceful people', 'islamic faith', 'vast majority', 'majority of muslims'","acts of violence, people, muslims","700.0, 111.111, 111.111","1, 1, 1","acts of violence, people, muslims","means of self defence , qu , violence","means of self defence , violence , qu"
ENT1ST0008HS0073CN000314P2,test,Muslims use acts of violence to punish people.,No religion encourages violence towards others. I do not think it is a muslim issue at all.,"370.588, 117.647, 58.824","1, 1, 2001","violence towards others', 'muslim issue', 'religion'","acts of violence, people, muslims","700.0, 111.111, 111.111","1, 1, 1","acts of violence, people, muslims","justice , reform , chance , quran , criminals","chance , justice , reform , criminals , quran"
ENT1ST0008HS0073CN000315P2,test,Muslims use acts of violence to punish people.,"The very word islam, which means 'surrender,' is from the arabic salam, or peace - islam is not a violent religion.","150.0, 100.0, 100.0, 50.0, 50.0","1, 1, 1, 1, 1","very word islam', 'arabic salam', 'violent religion', 'peace', 'islam'","acts of violence, people, muslims","700.0, 111.111, 111.111","1, 1, 1","acts of violence, people, muslims","crusades , muslim issue , christianity , violence","violence , christianity , muslim issue , crusades"
ENT1ST0008HS0073CN000316P2,test,Muslims use acts of violence to punish people.,Aren't there a lot of people in britain (and the states) who want to bring back hanging? Or is that different?,"115.385, 38.461999999999996, 38.461999999999996, 38.461999999999996","1, 1, 1, 1","lot of people', 'hanging', 'states', 'britain'","acts of violence, people, muslims","700.0, 111.111, 111.111","1, 1, 1","acts of violence, people, muslims","own agenda , framing , tactic , religious , muslim issue , groups , muslim , violence","violence , muslim issue , own agenda , muslim , framing , religious , groups , tactic"
ENT1ST0008HS0073CN000317P2,test,Muslims use acts of violence to punish people.,Sounds like you are generalizing what a very small percentage of extremists do to an entire religion.,"370.588, 247.05900000000003, 117.647, 58.824","1, 1, 1, 1","percentage of extremists', 'small percentage', 'entire religion', 'generalizing'","acts of violence, people, muslims","700.0, 111.111, 111.111","1, 1, 1","acts of violence, people, muslims","god , issue , violence , muslims","violence , god , muslims , issue"
ENT1ST0008HS0073CN000318P2,test,Muslims use acts of violence to punish people.,Just to note than muslims believe only god can punish or forgive. The violence seems to be your issue.,"95.455, 45.455, 45.455, 45.455","1, 1, 1, 1","issue', 'god', 'violence', 'muslims'","acts of violence, people, muslims","700.0, 111.111, 111.111","1, 1, 1","acts of violence, people, muslims","violent verses , evil atrocities , cherry picking , groups like isis , holistic text , context , qu","groups like isis , holistic text , violent verses , evil atrocities , cherry picking , context , qu"
ENT1ST0008HS0073CN000319P2,test,Muslims use acts of violence to punish people.,A true follower of the quran is not allowed to initiate a war and even when a just war breaks out muslims are not allowed to kill innocent people.,"71.429, 71.429, 71.429, 35.714, 35.714","2, 1, 1, 1, 1","true follower', 'innocent people', 'quran', 'war', 'muslims'","acts of violence, people, muslims","700.0, 111.111, 111.111","1, 1, 1","acts of violence, people, muslims","discrimination against anyone , western issue , intolerance","discrimination against anyone , intolerance , western issue"
ENT1ST0008HS0073CN000320P2,test,Muslims use acts of violence to punish people.,Part of the problem is no one wants to hurt each other any more' quote from donald trump @POTUS maybe he is a closet muslim?,"76.923, 38.461999999999996, 38.461999999999996","1, 1, 2001","closet muslim', '@potus', 'quote'","acts of violence, people, muslims","700.0, 111.111, 111.111","1, 1, 1","acts of violence, people, muslims","different story , way politicians , nation , politics , faith , violence","violence , nation , faith , different story , way politicians , politics"
ENT1ST0008HS0073CN000321P2,test,Muslims use acts of violence to punish people.,Violence is only permitted in the qu'ran through means of self-defence.,"484.615, 161.53799999999998, 76.923","1, 1, 2001","means of self-defence', 'qu', 'violence'","acts of violence, people, muslims","700.0, 111.111, 111.111","1, 1, 1","acts of violence, people, muslims","violent verses , evil atrocities , cherry picking , groups like isis , holistic text , context , qu","groups like isis , holistic text , violent verses , evil atrocities , cherry picking , context , qu"
ENT1ST0008HS0073CN000322P2,test,Muslims use acts of violence to punish people.,The quran teached justice and that criminals should be treated justly and be given the chance to reform.,"105.0, 50.0, 50.0, 50.0, 50.0","1, 1, 1, 1, 1","reform', 'chance', 'justice', 'quran', 'criminals'","acts of violence, people, muslims","700.0, 111.111, 111.111","1, 1, 1","acts of violence, people, muslims","corporal punishment , percent of parents , spankers , legal , states","corporal punishment , percent of parents , spankers , states , legal"
ENT1ST0008HS0073CN000323P2,test,Muslims use acts of violence to punish people.,Islam is a religion of peace. People using it to justify violence do not understand islam or aren't complying with its principles.,"130.435, 91.304, 86.95700000000001, 86.95700000000001, 43.478, 43.478","1, 1, 2, 1, 1, 1","people using', 'complying', 'principles', 'religion of peace', 'violence', 'islam'","acts of violence, people, muslims","700.0, 111.111, 111.111","1, 1, 1","acts of violence, people, muslims","violent , issue , faith","violent , issue , faith"
ENT1ST0008HS0073CN000324P2,test,Muslims use acts of violence to punish people.,Why is this a muslim issue? All peoples have from all walks of life can be violent?,"50.0, 50.0, 50.0, 50.0","1, 1, 1, 1","peoples', 'issue', 'violent', 'life'","acts of violence, people, muslims","700.0, 111.111, 111.111","1, 1, 1","acts of violence, people, muslims","violent verses , evil atrocities , cherry picking , groups like isis , holistic text , context , qu","groups like isis , holistic text , violent verses , evil atrocities , cherry picking , context , qu"
ENT1ST0008HS0073CN000325P2,test,Muslims use acts of violence to punish people.,Positive news story about muslim community.,"2100.0, 1500.0","1, 1","positive news story', 'muslim community'","acts of violence, people, muslims","700.0, 111.111, 111.111","1, 1, 1","acts of violence, people, muslims","closet in muslim , potus , quote","closet in muslim , potus , quote"
ENT1ST0008HS0073CN000326P2,test,Muslims use acts of violence to punish people.,"That is what biased news reports would have you believe, but violent incidents are committed by people of all faiths, muslims just get reported on more.","76.923, 76.923, 38.461999999999996, 38.461999999999996, 38.461999999999996","1, 1, 1, 1, 1","violent incidents', 'news reports', 'faiths', 'people', 'muslims'","acts of violence, people, muslims","700.0, 111.111, 111.111","1, 1, 1","acts of violence, people, muslims","jihadists , hostility , islamic faith , war , quran , muslims","hostility , islamic faith , muslims , jihadists , quran , war"
